text_a	text_b	label
兔子群里一只虎打一成语	一鼠一牛一老虎一兔子猜一成语	0
怎么我的淘宝店没生意啊	淘宝店如何才能做好，做大呀	0
这韩国网络红人女叫什么	这个女的叫什么韩国的网络红人	1
好的，辛苦您的，请问您是在认证的时候提示证件占用的吗，所以您申诉的吗	建议您仔细查看一下申诉证件的要求，重新申请身份占用申诉。	0
中国什么酒最贵	中国最贵的烟是什么烟？	0
这个眼镜是什么牌子的？	这眼镜是什么牌子？	1
贵州的茅台酒厂在哪里？	在美国买中国烟的网站？	0
新乡胖东来招聘	新乡胖东来是否招聘	0
我是歌手谁被淘汰了？	我是歌手谁淘汰了	1
第三个是什么啊	第三个是什么？	1
想生男孩吃什么好？	想生男孩要多吃什么？	1
陈浩民版封神榜	封神榜陈浩民版的	1
梦幻天堂龙网的邀请吗谢啦	求梦幻天堂龙网邀请码	1
为什么有些贴吧上不能上传图片	为什么我在贴吧里不能上传图片了	1
给狗狗起名字大全	免费给店起名字测试打分	0
夜店都跳什么舞	夜店是什么？	0
基于单片机多功能数字钟	急求单片机多功能数字钟电路图	0
破鞋是什么意思？	破鞋是什么意思?	1
鸡肉怎么做最好吃？	米饭怎么炒最好吃？	0
求淘宝友情链接	想找找淘宝友情链接	1
范冰冰版苹果在哪可以看	哪里能看范冰冰的苹果	1
这个是您操作的购买的吗？	这个是您操作购买的吗？	1
苹果手机怎么自己杀毒	苹果手机怎么杀毒	1
【九美子】是哪个国家的？	你想去哪个国家	0
怎么能唱歌不跑调	如何唱歌才能不跑调	1
篮球、适合什么位置？	篮球我适合什么位置	0
您先取消之前的受理单，这边再帮助您重新创建一下	亲，您不要着急，小二这就给您创建修改身份信息的受理单。	0
我国第二大岛是什么？	我国第二大岛是什么啊？	1
什么动物睡觉不闭眼睛？	什么动物睡觉不闭眼睛	1
怎么让别人打款到我的支付宝里	别人卡怎么样往支付宝上打款	0
给狗狗起名字大全	女孩起什么小名好听	0
初一第一周的周记怎么写，300字	怎么写初一开学第一周的周记	1
请问您操作时提示的账户是您的吗？	您之前操作转账是怎么成功的，就是怎么操作的，辛苦您了。	0
这是小爸爸的哪一集	图片中的是哪个建筑，在哪里	0
心脏表面覆盖着什么组织	心脏属于什么组织	0
这个需要您使用转账时候输入的手机号码或者是邮箱联系对方给您退回	辛苦您联系下转账的对方核实下转账的流水号和您使用的邮箱账户是多少呢	0
造梦西游2刑天怎么打？	造梦西游2怎么打刑天	1
我叫你一声你敢答应吗	叫你一声，你敢答应吗	1
三星手机在哪买便宜	三星手机在那买的便宜？	1
求几本好看的修真玄幻小说	好看的完结的都市异能小说	0
什么牌子的避孕套好？	什么牌子的避孕套好啊，	1
最近有什么好玩滴游戏啦	最近有好什么好玩的游戏么？	1
五行属水缺什么呢	五行缺水佩戴什么	0
如何找回我的微信密码？	微信怎么找回密码	1
《武林外传》会拍第二部吗	《武林外传》有没有拍第二部？	1
您是转账到支付宝还是银行卡的	您是转账到银行卡的，还是支付宝的	1
女朋友要过生日送什么好	女朋友过生日送什么好	1
顺境与逆境哪个有利于我们成长	顺境与逆境哪个更有利于人的成长	1
贵州人怎么样？	贵州人怎么样	1
三十而立四十不惑·是什么意思？	三十而立，四十不惑什么意思	1
怎样把树弄死	怎么把树弄死	1
给男朋友的生日礼物	送男朋友的生日礼物	1
这个网红的名字叫什么？	这个网红叫什么名字？	1
滴滴打车什么时候付款	滴滴打车怎么用，什么时候付款？	1
世界上什么东西最珍贵?	世界上最珍贵的东西是什么？	1
头发厚的人适合什么发型	男生高额头适合什么发型	0
平板电脑能玩什么网络游戏？	平板电脑能用手机内存卡吗？	0
问：挖掘机哪家强…	学挖掘机哪家强	1
汝州嵩山少林武术气功学校	嵩山少林寺武术学校怎么样？	0
求PS大神去水印，谢谢！	求大神帮忙去水印，谢谢	1
3、红包仅限在支付宝无线端支付时使用，支持花呗支付的商品均可使用。	支付宝的支付方式有：支付宝账户余额支付，余额宝支付，银行卡快捷支付	0
求凤于九天漫画全集	求凤于九天漫画全集	1
计算机网络技术专业好不好？	本科有没有计算机网络技术这个专业	0
冒险王之神兵传奇号	冒险王之神兵传奇	1
求一个系统总裁邀请码	求系统总裁邀请码一个。	1
怎么汉化软件啊	怎么汉化软件？	1
电视剧雪在烧的结局是什么？	电视剧甄嬛传结局是什么	0
好的，您确定给的公司名称和营业执照上面的一致对吧？	营业执照+工商局出具的变更证明+企业盖有公司红章表示的文字说明	0
天气冷脸被冻着了特别红，怎么办啊？	脸冻红了，烧得很~怎么办？	0
苏宁网上商城购买的手机是行货吗	合肥苏宁电器里的手机是行货吗	0
公分跟厘米一样吗	厘米和公分一不一样？为什么	1
因为这两个都是您实名认证的账户	您好，这边核实是的，账户姓名和银行开户姓名不符，所以失败了的	0
电子信息工程适合女生读吗？好就业吗？	女生适合学电子信息工程专业吗？	0
您是要实名认证吗	打款认证和快捷认证都不可以吗？	0
什么是少年狂？	人不什么枉少年	0
一本关于猫的言情小说	关于一本言情小说	1
我把我唱给你听韩语	韩语我想你	0
时空猎人，官方版在哪里下载	时空猎人91版在哪里下载	0
饮湖上初晴后雨的饮湖是什么意思	饮湖上初晴后雨中的初晴是什么意思	0
手机发不出去短信也收不到短信是怎么回事，	手机没停机，却收不到短信，怎么办	0
性在婚姻中很重要吗？	性在婚姻中重要吗	1
张杰唱歌好听吗？	张杰唱歌好听么？	1
洗衣机什么牌子最好？	什么牌子的洗衣机最好用？	1
送奶奶什么礼物好	给我给奶奶送什么礼物好哪？	1
求问道改装备过程	问道装备封印连击必杀，求高手	0
大家帮忙推荐几个大点的论坛？在线等	请高手帮忙推荐几个比较厚道的福彩预测网站	0
怎么请领导吃饭	请领导吃饭怎么说	1
英雄联盟同人漫画	英雄联盟漫画同人	1
红色的运动鞋怎么配衣服	韩版运动鞋搭配什么一套衣服图片	0
广州火车站在哪里？	蜡烛在哪里？	0
分期付，包括花呗付款，天猫分期付，余额宝分期付等等的	分期购包括：天猫分期，信用卡分期，花呗等等业务的	0
好马不吃回头草为什么	为什么说好马不吃回头草	1
如何提高自己的气质	如何提高自身的气质	1
应如何学好高中化学	如何学好高中化学啊？	1
约旦的国花是什么？	大马士革的国花是什么？	0
有钱就是任性什么意思	有钱，任性是什么意思	1
这兰花是什么品种	我的兰花是什么品种	1
剑灵老服选什么副职业	剑灵国服血浪沙湾选什么职业	0
太原到西安高铁票价	太原到西安高铁一天几趟	0
有什么神器	还有什么神器？	1
祖国在我心中的作文怎么写	小学生（祖国在我心中)应该怎么写作文	1
什么牌子口罩好	这个口罩是什么牌子	1
一口咬掉牛尾巴，是什么字？	一口咬掉牛尾巴，是什么字呀？	1
我想给女朋友取个外号	我的女朋友嘴小我要给他取个外号	1
辛苦您根据这个流程进行操作一下了~、	辛苦您现在根据页面的提示操作删除之后在重新操作绑定试下的，辛苦您了。	0
珠三角会计网房地产会计培训好吗	房地产会计培训哪里比较好？	0
成都哪个英语培训学校好？	成都都有哪些英语培训学校？	0
金属钛的价格！	金属铋的价格	0
韩国化妆品代购怎么样？靠谱吗？	求韩国代购化妆品	0
电子商务在线招聘案例分析	电子商务案例分析应遵循的原则	0
赛门店是什么店	什么是门店	0
秦时明月之万里长城	秦时明月之诸子百家	0
妈妈是怎样堕落	妈妈是怎样堕落的	1
如何绑芭蕾舞鞋	芭蕾舞鞋怎么洗	0
怎么用叉叉助手？	叉叉助手怎么下	0
口袋妖怪各个版本有什么不同	请问口袋妖怪386和普通版本有什么区别	1
找一部老电影	求一部老电影	1
今天只能上传15个图片；求解，为什么啊	为什么米4截图的图片是暗灰的，求解	0
茄子怎么做好吃	蒸茄子要怎么做才好吃？	1
隐退近义词	近义词谢谢啦	0
浙江属于江苏省么？	徐州属于江苏省吗	0
和不爱我的人说再见什么歌	再见我的爱呀是什么歌	0
有什么好看简单易学的舞蹈教学视频啊。	有什么好看简单易学的舞蹈，求推荐	0
用别人的身份证能开房吗	用身份证怎么查别人在开房	0
您是转账到支付宝，还是银行卡的呢	进入我的支付宝账户资产银行卡管理删除	0
脾胃虚寒的人吃什么好	脾胃虚寒的人冬季多吃什么好	1
吃什么补肾女人	女人补肾吃什么？	1
如何吸引男人	如何吸引男人？	1
气什么长什么(成语)	什么外什么出的成语	0
什么软件可以看世界杯	用什么软件看世界杯	1
牛奶香蕉可以一起吃吗	香蕉牛奶可以一起吃吗	1
为什么我的梦幻西游打不开	我的梦幻西游为什么打不开	1
一些肌肉难穿着内裤跳舞的电影叫什么	那个肌肉男阿诺德有什么好看的电影	0
淘宝那个会员名如何修改	如何修改淘宝会员名	1
赛尔号上古炎兽刷什么？	赛尔号上古炎兽刷什么好	1
粤教版高中物理必修二章节必修答案	高中物理教科书(粤教版)上的物理学家成就总结	0
啥的后面加什么标点符号	六一儿童节跳什么舞？	0
哪里学干洗技术	干洗技术去哪里学？	1
请翻译成中文，谢谢！	请翻译成韩中文，谢谢	0
分手后怎么调节心情？	分手以后怎么调节自己的心情啊	1
朴素的反义词是什么？	朴素的反义词是什么呀	1
一岁狗狗拉稀不吃东西	羊拉稀不吃东西	0
我们试试吧	我们私奔吧	0
炒股能赚钱吗？	你炒股吗，赚钱了吗	0
日语可爱怎么说	日语因为你很可爱啊怎么说？	0
这个已经充值成功了	这笔已经充值成功了的	1
那个视频软件可以下载火影忍者的	什么视频软件可以下载火影忍者？	1
国内比较有名的健康资讯网站都有那几家？	国内比较有名的大型灯光音响租赁公司有哪些？	0
现在马云和李嘉诚谁更有钱？	李嘉诚跟马云谁更有钱	1
求此图高清大图	求此图的高清大图~	1
把老师比喻成什么	老师的比喻都有什么	1
用一条直线把他变成两个三角形	小字加一笔怎么加？	0
珍珠粉哪个品牌的好	珍珠粉哪个品牌好	1
我国的基本政治制度是什么	我国的基本政治制度是什么？	1
可爱的个性签名！	可爱的个性签名	1
脑筋急转弯，什么床不能睡？	什么床不能睡脑筋急转弯	1
吉吉影音手机版，哪里下载	在哪里能下载到吉吉影音播放器？	0
男人和女人怎么生孩子？	男人和女人如何生孩子	1
两个胖子抱在一起。（打一城市名）	两个胖子抱在一起（打一城市）	1
请提供您的证件号码的后4位，辛苦您了。	辛苦您核实您提供的证件号码和您的账户实名认证的证件号码是否是一致的？	0
一款很老的单机弹球游戏	一款红白机游戏，类似WIN的三维弹球	0
索隆的眼睛怎么了？	索隆的眼睛怎么了	1
广州童装批发哪里有	广州批发童装在哪里	1
一部电影的名称	寻一部电影名称	1
请问账户的密码之前有没有修改过呢？	您自助修改的时候只有显示通过人工修改是吗？	0
母爱是什么,给你什么	shenms什么是母爱	0
哪种电脑的音箱比较好啊？	电脑音箱哪家的比较好？	1
斗破苍穹绿帽改编系列	斗破苍穹1422-大结局	0
有什么好看的日剧	有什么好看的日剧？	1
淘宝订单手机怎么删除	手机淘宝订单怎么删除	1
求一些搞笑或感人的动物电影不要动画片	求几部关于人与动物的感人电影	0
你什么时候回家吃饭	你回家吃饭么	0
用什么网名最好	什么网名最好听？	1
请问视频里的这首歌叫什么	何炅赵丽颖接吻视频的那个背景音乐叫什么啊！	1
求火影忍者同人小说	求《火影忍者》同人小说	1
高数极限的问题	高数极限问题.	1
他给人的第一感觉是什么	他给你的第一感觉怎么样，女生回答哦	1
黄斑病什么时候	黄斑是什么？	0
穿越火线怎么解封号？	穿越火线咋刷枪啊不封号的	0
平安夜送什么礼物？	平安夜要送什么礼物？	1
摄像头在我的电脑里为什么找不到	为什么电脑显示找不到摄像头硬件	1
兔子吃不吃窝边草？	好兔子就吃窝边草	0
成语玩命猜求解！	玩命猜成语求解	1
请问什么牌子的云南普洱茶熟茶比较好？	云南哪个厂家生产的普洱工艺茶较好?	0
谁帮我的小说起个名字	谁帮我仙侠小说起个名字	1
为什么我提交不了问题？	我的问题提交不了	1
给自己的生日祝福语	生日祝福语有哪些	0
李鑫点点结婚了吗	点点是和李鑫结婚了吗	1
花儿与少年的片尾曲叫什么	花儿与少年第二季的主题曲叫什么	0
冰变成水最快的方法是什么？	把水变成冰最快的方法是什么？	0
怎样创建网页游戏？	网页游戏九洲战记创建角色问题	0
谢娜和张杰离婚了是真的吗？	张杰和谢娜闹离婚是真的吗？	1
小辣椒手机怎么样	小辣椒手机怎么样？好用吗？	1
图片上的明星是谁？	这个图片是谁？明星滴。	1
一个月月经来两次，正常吗	一个月内两次月经，这样正常吗？	1
如何通过农业推广为解决三农问题做出贡献	如何通过农业推广为解决三农问题做出贡献!	1
什么中药祛痘	吃什么中药祛痘	1
关于贸易公司的起名	贸易公司起名	1
加偏旁组成新字，在组词。	勺字的加偏旁是什么，并组成词语	0
贴吧里常说的司马是什么意思？	司马缸是什么意思	0
中国梦我的梦手抄报	中国梦，我的梦手抄报	1
男童鞋哪个牌子的好穿	保暖内衣有什么好的品牌呢	0
何炅有孩子吗？	何炅有孩子了吗	1
这个动漫人物叫什么	这个人物是哪个动漫里的	0
谁知道这部电视剧叫什么名字啊？	想知道这部电视剧名字	1
您查询您的支付宝账户的收支明细进行核实资金的到账情况，辛苦您了。	针对您的情况辛苦您在电脑端联系这边，然后截图账户的收支明细为您对账	0
神武养孩子问题	关于神武孩子问题	1
这位帅哥叫什么名字啊，谁知道告诉一下	这位非主流帅哥叫什么名字	1
自己在家手工制作牛皮钱包	做包的教程？如何做手工布艺包包？	0
三文鱼怎样做才好吃？	三文鱼的鱼皮怎样做才好吃	0
求一些歌曲的伴奏。	求歌曲的伴奏。	1
笔记本电脑开机时黑屏怎么办？	笔记本电脑开机黑屏怎么办？	1
驾驶证违章查询怎么查？	如何查询驾驶证违章？	1
职业能力倾向测试是什么?	职业能力倾向测试考什么	1
请问您是在哪个账户解绑手机呢？	您好，请问账户绑定的手机号是什么？	0
拍照的姿势都有什么？	拍照的时候有什么好的姿势？	1
星期六银行上班吗？	银行星期六上班吗？	1
中国美女最多的城市	中国最多美女的城市	1
江苏特产有什么吃的	江苏特产什么烟	0
手机如何注册淘宝账号	如何手机注册淘宝账号	1
对老师写的一封信	给老师的一封信	1
北京车牌照可以过户吗？	北京的车牌能过户吗	1
自己生日怎么发表说说	我生日怎么发表说说	1
额头上长痘痘是什么原因如何去除?	额头长痘痘是什么原因如何去除	1
怎么样才能生男孩？朋友们	怎么样才能生男孩？	1
纹身龙抓钱是什么意思	这个纹身是什么意思啊	0
穿越火线这个是什么角色？	穿越火线什么角色好	0
仙人掌的刺是做什么用的	仙人掌有什么用	1
开旅游电瓶车危险吗	开旅游商务车须要客运资格证吗	0
谁介绍几部好看的电影！	谁介绍几部好看的电影来|	1
腾讯视频怎么去除广告	怎么去除腾讯视频广告	1
奔跑吧兄弟！	奔跑吧兄弟开始了	1
百度提问	百度弹弹堂礼包	0
请问国外最新汽车动向的网站有哪些？	谁手上有国外汽车改装的网站？谢谢	0
菜刀越磨越快的下一句	菜刀越磨越快下一句	1
转接服务也是在线的，您稍等即可的	恩恩辛苦您等待哈请问还有其他我可以为您服务的吗？	0
女人为什么爱坏男人呢？	为什么女人喜欢坏男人	1
表姐的孩子喊我什么？	我表姐家孩子叫我什么	1
广州省汽车客运站旁边的火车站是哪个站？	广东省汽车客运站附近哪里有地铁口啊	0
手机版的英雄联盟	手机版英雄联盟	1
四的大写怎么写	大写的点怎么写	0
我的目标是什么	我的心愿是什么	1
是狐狸和葡萄的阅读答案	人和虎的故事阅读答案	0
重庆洋人街怎么去	乌镇怎样去杭州	0
求那一年我们一起追过的女孩，	求那一年我们一起追过的女孩	1
自然科学与人文科学的关系？	人文科学比自然科学更有利于社会发展。	0
合肥哪里练太极拳比较好？	太极拳中哪一种比较好？	0
叉叉助手苹果手机怎么下载	没越狱的苹果手机怎么下载叉叉助手	1
耳朵和脸热怎么回事	油耳朵是怎么回事	0
飞车挂怎样下载	怎样下载飞车啊	0
旗袍怎么搭配鞋子和包包	浅橘红色旗袍应该怎么搭配发型、妆容和鞋子	0
变压器怎么绕	变压器是怎么做的	0
建议您操作重置一下密码的，麻烦您了。	是的，建议您操作重置一下密码的，麻烦您了。	1
网上交罚款贵吗	网上可以交罚款吗	0
张家界市区有什么好玩的地方	张家界有什么好玩的地方	1
关于黄日华天龙八部	天龙八部黄日华版	1
这个是哪个动漫里的妹子	这个动漫妹子是谁	0
怎样快速瘦脸	怎样能快速瘦脸	1
猪的尾巴有什么用？	这只短尾巴的猫是什么猫	0
夏天长发女生扎什么发型凉快又好看	胖脸女生夏天梳什么样的发型好看？	0
书店里什么书买不到？	书店里买不到什么书。	1
和这个小孩头像情侣	萌小孩情侣头像	0
怎么上国外网站？	怎样上国外的网站？	1
加拿大碎尸案要完整版。	加拿大碎尸案要完整版的	1
有手机版梦幻西游吗？	梦幻西游可以在手机上玩吗	1
求只能播mp3占用内存小的播放器	求好用且占内存小的输入法	0
中国现代文学史复习资料	自考中国现代文学史	0
三长两短是什么生肖？	三长两短的生肖是什么	1
清明节会下雨么？	清明节下雨吗？	1
做面膜好处坏处都用什么?	每天做面膜有什么坏处和好处吗？	1
本机号码是多少。	本机号码多少	1
你的电视什么牌子？	什么牌子的电视好	0
搔头弄姿，是指什么生肖？	(搔头弄姿)是什么生肖？	1
关于秋天的歌曲	秋天的歌曲有哪些	1
好玩的网页游戏	好玩的网页游戏？	1
怎么取消农业银行短信提醒	农业银行怎么取消短信提醒	1
什么是猫眼	平均速度怎麽求公式是什么	0
日本的首都叫什么？	这是名侦探柯南的哪一集	0
你干嘛那？这句是什么意思？	要是别人问你那么在乎我干嘛是什么意思	0
《黑子的篮球》什么时候更新？	黑子篮球什么时候更新	1
无边无际是什么意思	无边无际的意思是什么？	1
胃不好吃花生小豆腐行吗	榴莲那么臭好吃么？	0
深圳到南宁，高铁票还有吗？	深圳到南宁有高铁吗？	0
怎么减双下巴啊？	瘦双下巴怎么瘦	1
拷贝美图软件叫什么？	什么美图软件有拷贝	1
韩国电影爱人的完整版？	同桌的你电影完整版！	0
八字里土多的人适合做什么生意	求免费算八字，是什么命的人，适合做什么工作	0
微信号可以修改吗？怎么改	怎么修改自己的微信号	1
每个姓氏都有一句话姓武	每个姓氏一句话邵	0
苹果手机哪里有分期付款的	哪里有分期付款的苹果手机	1
关于《色戒》的老问题。	关于《宫》的问题	0
这是什么树的树叶	这是什么树叶呀	1
夏天喝什么汤好呢	夏天喝什么汤好？	1
梁静茹《就是不一样》的歌词	跪求《我想更懂你》钢琴伴奏	0
太原幼儿师范学校怎么样啊？	太原幼儿师范学校怎么样？	1
哥哥姐姐们帮帮忙	哥哥姐姐们！帮帮忙。	1
求男生短发发型	求这男生短发发型叫什么	1
阁是半包围结构吗？	床是半包围结构吗	0
全部紫色的是什么花图片	图片中紫色的花是什么花？	0
初一数学！计算题	初一数学上计算题	1
两车道转弯转哪个	左转弯到哪个车道	0
手机学日语的软件	手机英语学习软件	0
天津哪个驾校好	天津旅行社哪个好	0
怎样可以在自己的微信里改别人的头像	微信怎样更改朋友头像	1
您好，跟您确认下您目前是否是需要将您身份信息下的其他账户进行申诉处理呢？	核实到您的账户是被申诉导致无法登陆的，请问是您之前操作过认证申诉吗？	0
我喜欢看电影的	爱情公寓里，猜我喜欢谁。	0
一着不慎的下一句	一着不慎下一句	1
如何学好高中化学	应如何学好高中化学	1
这边帮你创建了受理单	那我帮您创建受理单的呢	1
我的世界怎么录视频	我的世界视频谁有	0
现在女生最流行的发型是什么？	现在女生最流行的是什么发型？	1
求一个外国电影	急！关于一个电影名称！	0
怎样看的自己的前世	怎么查前世的姓	0
最感人的爱情电影有哪些	最感人的电影有哪些，最好能让人流泪的	1
求一部鬼片电影	求一部老的鬼片电影	1
男女对唱的一首歌	找一首歌男女对唱的	1
弹弹堂单机版客户端	弹弹堂充值	0
可以用红包了吗？	是可以使用红包的。	0
求这图片出自哪部电影	求图片出自哪部电影《电影名字	1
中学生有什么赚钱的方法？	中学生有什么方法赚钱？	1
我想请问带嗤鼻的成语是什么？	请问有什么成语是山什么谷什么的	0
什么手机比较好用	什么手机比较好用！	1
床前明月光，后面接什么？	床前明月光，后面是什么？	1
为什么要下雨蚂蚁就搬家？	下雨时蚂蚁为什么搬家	1
低下反义词是什么	低下的反义词是什么	1
大乐透怎么中奖	大乐透怎么买才能中奖	1
淘宝这些都是真的吗	淘宝上买的鞋是真的吗	1
真空压缩袋好用吗o?什么牌子的真空压缩袋好o？	真空压缩袋好用吗?什么牌子的真空压缩袋好啊[	1
展现的近义词是什么？	展现的近义词是什么呢	1
如何把修改图片？	如何修改图片	1
嘿嘿什么意思，含义	这个图什么意思，有深的含义。	0
凹陷疤痕修复求大师解答解答	腋下疤痕求大师解答解答	0
如何快速学习英语？	如何学习快速英语	1
这是什么漫画的人物	这是什么漫画里的人物？	1
本命年带什么好？	本命年戴什么好	1
这是什么字体？在线等	这是什么字体！在线等。	1
东边日出西边雨的下一句是什么？	东边日出西边雨下一句是什么？	1
淘宝如何充值	淘宝怎么开充值店	0
我家仓鼠发出奇怪声音！怎么办啊！是不是生病了！	我家仓鼠不吃食，是不是生病了	0
推荐部好看的电影	求推荐好看的电视剧	0
最近有什么好电视剧呢？	最近都有什么新电视剧？	1
眉毛怎么能变浓	怎么可以使眉毛变浓？	1
经常吃猪肝对人有什么好处和坏处?	怀孕吃猪肝有什么好处和坏处吗	0
怎样修复苹果手机闪退啊	苹果手机闪退怎么修复啊	1
你们最近过的怎么样？	你最近过的好吗	1
四脚朝天是指什么生肖	板凳倒立四脚朝天是什么生肖	0
新浪微博怎么换头像	怎样改新浪微博头像	1
怎样能让手机信号增强	怎样可以让小腿变瘦	0
龟头如何降低敏感度	怎样降低龟头敏感度啊？	1
迅雷免费会员账号	迅雷会员免费账号	1
杭州哪里烧烤	在杭州去那里烧烤好？	1
晚安日语怎么说？	晚安日语怎么写？	0
异口同声的意思是什么	异口同声的异是什么意思	0
什么是补钙的	吃什么补钙呢	1
人在江湖中身不由己	人在江湖，身不由己。	1
同心协力是什么生肖？	同心协力是指什么生肖	1
这个裤子是什么面料的	这裤子是什么面料	1
求好看的漫画	好看的电视剧【求】	0
生蚝吃多了又什么坏处？	吃鱼有什么坏处	0
手指甲的月牙是怎么回事	手指甲里月牙是怎么回事	1
耽美文。好看的。	好看的耽美文	1
赵薇女儿叫什么名字？	赵薇女儿叫什么名字啊	1
老公天天想要是不是有病	老公天天想要怎么办？	0
杀马特是什么意思	杀马特是什么意思吗	1
用什么软件听歌最好？	听歌用什么软件比较好	1
头发扎马尾太俗气，谁有长发扎法图解	怎么扎出这样的马尾，最好有图解。	0
家里生活它热情,一来二来合小发了财意思是什么啊	梦到家里来了蛇什么意思？	0
你这么贱，家里人知道吗	你这么叼家里人知道吗	0
您好，是的，建议您耐心等待，辛苦您了	您好，是的，建议您耐心等待一下的，辛苦您了	1
推荐几个好的淘宝店铺吧	推荐几个淘宝店铺吧	1
我的钱包掉了怎么办	我的钱包丢了怎么办	1
节操是什么意思?	节操什么意思？	1
魔方秘籍	忍者神龟秘籍	0
洛克王国的问题	洛克王国的问题…	1
美好的反义词是什么？	美好的反义词是什么	1
两个口打一成语	两个非打一成语	0
您好，请问您的这个账户有资金吗？	不客气的。请问您正常是要把这个资金转账到哪个账户呢？	0
有好的视频制作软件吗，手机的	什么音乐播放器最好(手机用)	0
手机刷机后咋没信号了？	为什么手机插卡了没有信号？	0
我想问大学是什么？	我想看新闻联播大结局是什么？	0
求介绍一种占内存小的手机输入法，好用点的	求好玩的网游，要占内存小的	0
女人为什么那么喜欢吃香肠	女人为什么喜欢吃香肠	1
什么牌子的跑步机好呀？	跑步机什么牌子好+	1
亲，页面提示什么，麻烦截图给我	具体是什么冻结资金呢？亲，麻烦亲截图发给我一下哦，亲	0
疯少爷什么意思	招少爷是什么意思	0
流星赶月！猜生肖	流星赶月是那个生肖	1
谁有日本的熊片	谁有日本熊片啊	1
您好，您的这笔金额是在今天到账的，辛苦您关注一下的。	您好，您的这笔提现是在明天到账的，辛苦您关注一下的。	0
中间的套装叫什么名字	中间那本书叫什么名字？	0
保暖内衣什么牌子好…	什么牌子的保暖内衣好？	1
谁来帮我看看这个配置怎么样啊？	大家帮我看看这个配置怎么样？	1
哪个播放器能缓存火影忍者	哪个播放器可以缓存火影忍者	1
在十二生肖中富贵浮云是什么动物？	十二生肖中穷酸的动物是什么	0
舅舅管外甥的儿子叫什么？	舅舅的儿子我应该叫什么？	0
窜货的调查报告怎么写？	怎样写调查报告	1
什么叫女人味？	什么是女人味？	1
求一些医生穿越到古代的小说	求完本抗日小说，主角是穿越人士的	0
跳长绳甩绳者的技巧	集体跳长绳的秘籍	0
忠心耿耿的意思是什么	忠心耿耿是什么意思？	1
您再参考一下这个链接	建议您建议参考一下上述的链接。	1
蝶恋花是花吗	蝶恋花是诗还是词	0
专升本的学校有哪些？	有哪些专升本的好学校	1
同样德系车，大众和奔驰宝马什么区别	宝马奔驰奥迪有什么区别	0
天天酷跑旧版本怎么下载	全民枪战外挂在哪里下载	0
唱片公司招签约歌手	签约唱片公司的注意事项	0
真的很抱歉的呢，因为我这边是查看不到您的具体的账户信息的呢	很抱歉，这边是查看不到您的具体信息的呢。	0
关于善的诗词	与酒有关的诗词	0
倒车入库车尾左斜怎么打方向盘	倒车入库方向盘怎么打	0
老婆怀孕期间老公该怎么办？	如果男朋友喝女朋友的奶，会怎	0
怎么和美女搭讪	怎么跟美女搭讪？	1
欢庆的近义词是什么	欢庆的近义词是什么呢	1
这个男主持人叫什么？	这个主持人是谁	1
胜结尾的成语	以我为结尾的成语	0
朋友结婚送什么礼品？	生日送男性朋友什么礼品	0
哪个微博好玩	现在下小说到哪里好	0
工商银行的两小时服务时间是10：00-18	银行的服务时间范围，工行银行的服务时间范围10：00~18：00	0
求动漫美女福利图，	求唯美动漫高清图片包	0
诗人李白被称为什么?	李白被后人称为什么？	1
额头低适合什么发型	长脸适合扎什么发型	0
出租车库怎么写	怎么叫出租车	0
什么样的网名是最好的	什么样的网名好听，简单一点	0
这是什么树的树叶？	这是什么树叶呀	1
外伤如何消肿	皮外伤如何消肿	1
小米蓝牙耳机怎么用	小米蓝牙耳机怎么样？	0
高中毕业文科女生学什么专业好	高中毕业的文科女生学什么好？	1
济南公租房可以买吗	求济南日租房	0
我女朋友说我很幼稚怎么办	女朋友说我太幼稚？	1
生命结晶哪里出	生命结晶哪里多	0
我想找一个男朋友，	找一个比自己小的男朋友好吗	0
无水硫酸铜是什么颜色的	高锰酸钾是什么颜色的	0
短发怎么扎头发？	中短发怎么扎头发呢？	1
有什么办法一夜暴富？	一夜暴富办法都有什么，哈	1
张杰和谢娜离婚是为什么	张杰和谢娜离婚了	0
治好痤疮有什么偏方吗	长了痤疮吃什么药可以治好	0
有什么好看的爱情动漫	有什么爱情动漫最好看	1
贫血的人吃什么水果	贫血吃什么水果好？	1
不是这个账户的。	不是这个账户的、	1
请问什么牌子的助听器好?	什么牌子的助听器比较好	1
麻烦大家看看我该怎么办？我很累，却不想伤害她	我很想死，可又不能死。我该怎么办！	0
百合花怎么折	百合花怎么画	0
多语言版本的网站如何做?	做网站需要学会编程语言吗	0
网银和支付宝不是一样的吗	网银和支付宝一样吗	1
美女，有没有被强上呢	美女有没有在	0
赛尔号布莱克的性格像是什么星座？	赛尔号的布莱克睡觉时是什么样子	0
谁有那种小说，情节的。	谁有比较色的小说啊，有点情节的	1
这篇作文怎么写？	怎么写这篇作文。	1
用钱折心怎么折啊	如何用钱折心	1
有没有以什么为什么的成语	有没有孔什么让梨的成语	0
地壳中含量最多的元素是什么	地壳中含量最多的是什么元素	1
小米怎么截屏？	小米如何截屏？	1
移动黑名单怎么查	联通卡怎么取消来电显示	0
英雄联盟抽奖500元能出好皮肤吗	9.20英雄联盟皮肤活动好久抽奖?	0
如何绑简单马尾	怎样扎最简单的马尾	1
铷铯钫分别和水反应生成什么？	这个反应生成什么，为什么	0
